State_name,State,Gender,Year,Deaths,Population,Crude.Rate,Age_Adjusted_Rate
South Carolina,SC,Male,2014,5454,2349394,232.1,231.5
South Carolina,SC,Male,2015,5596,2378968,235.2,228.4
South Carolina,SC,Male,2016,5684,2407934,236.1,224.5
South Carolina,SC,Male,2017,5864,2437687,240.6,222.7
South Dakota,SD,Female,1999,1014,378500,267.9,176.4
South Dakota,SD,Female,2000,1093,380286,287.4,187.1
South Dakota,SD,Female,2001,947,381537,248.2,160.6
South Dakota,SD,Female,2002,978,382328,255.8,165.2
South Dakota,SD,Female,2003,956,383633,249.2,160.9
South Dakota,SD,Female,2004,868,386677,224.5,142.7
South Dakota,SD,Female,2005,855,389021,219.8,141.5
South Dakota,SD,Female,2006,869,392420,221.4,140
South Dakota,SD,Female,2007,777,396650,195.9,122.4
South Dakota,SD,Female,2008,780,400236,194.9,123.2
South Dakota,SD,Female,2009,857,403198,212.6,131.1
South Dakota,SD,Female,2010,797,406799,195.9,123
South Dakota,SD,Female,2011,769,410905,187.1,114.8
South Dakota,SD,Female,2012,819,415038,197.3,122.5
South Dakota,SD,Female,2013,752,420499,178.8,110.8
South Dakota,SD,Female,2014,748,423862,176.5,111.9
South Dakota,SD,Female,2015,801,426493,187.8,117.2
South Dakota,SD,Female,2016,787,429182,183.4,114.4
South Dakota,SD,Female,2017,790,430706,183.4,115.9
South Dakota,SD,Male,1999,1010,371912,271.6,297
South Dakota,SD,Male,2000,1012,374558,270.2,292.6
South Dakota,SD,Male,2001,1038,376435,275.7,296.1
South Dakota,SD,Male,2002,959,377692,253.9,270.2
South Dakota,SD,Male,2003,987,380096,259.7,273.4
South Dakota,SD,Male,2004,915,383719,238.5,250.1
South Dakota,SD,Male,2005,921,386472,238.3,244.8
South Dakota,SD,Male,2006,888,390613,227.3,230.5
South Dakota,SD,Male,2007,856,394973,216.7,220
South Dakota,SD,Male,2008,901,398888,225.9,226
South Dakota,SD,Male,2009,921,403869,228,225.8
South Dakota,SD,Male,2010,819,407381,201,196.1
South Dakota,SD,Male,2011,856,413177,207.2,201
South Dakota,SD,Male,2012,849,418316,203,194.1
South Dakota,SD,Male,2013,878,424378,206.9,196.8
South Dakota,SD,Male,2014,956,429313,222.7,208.4
South Dakota,SD,Male,2015,910,431976,210.7,192.9
South Dakota,SD,Male,2016,942,436272,215.9,198.5
South Dakota,SD,Male,2017,920,438960,209.6,190.8
Tennessee,TN,Female,1999,8295,2897466,286.3,240.8
Tennessee,TN,Female,2000,8319,2919008,285,240
Tennessee,TN,Female,2001,8127,2948421,275.6,231.6
Tennessee,TN,Female,2002,8334,2971873,280.4,236.6
Tennessee,TN,Female,2003,8052,3000983,268.3,226.2
Tennessee,TN,Female,2004,7601,3027931,251,211.7
Tennessee,TN,Female,2005,7523,3068439,245.2,205.8
Tennessee,TN,Female,2006,7082,3121455,226.9,189.3
Tennessee,TN,Female,2007,7103,3162280,224.6,185.6
Tennessee,TN,Female,2008,7330,3203115,228.8,188
Tennessee,TN,Female,2009,6862,3231769,212.3,172.8
Tennessee,TN,Female,2010,7032,3252601,216.2,174.5
Tennessee,TN,Female,2011,6804,3282422,207.3,163.9
Tennessee,TN,Female,2012,6829,3307480,206.5,162.1
Tennessee,TN,Female,2013,6959,3328884,209,162.5
Tennessee,TN,Female,2014,7131,3357172,212.4,164.7
Tennessee,TN,Female,2015,7392,3382838,218.5,167.5
Tennessee,TN,Female,2016,7016,3408679,205.8,156.3
Tennessee,TN,Female,2017,7256,3440018,210.9,158.1
Tennessee,TN,Male,1999,7985,2741240,291.3,379.1
Tennessee,TN,Male,2000,7855,2770275,283.5,368.1
Tennessee,TN,Male,2001,7561,2802368,269.8,346.5
Tennessee,TN,Male,2002,7892,2824045,279.5,357.1
Tennessee,TN,Male,2003,7867,2846829,276.3,346.1
Tennessee,TN,Male,2004,7437,2882878,258,319.5
Tennessee,TN,Male,2005,7423,2922618,254,311
Tennessee,TN,Male,2006,7560,2967311,254.8,303.8
Tennessee,TN,Male,2007,7177,3013447,238.2,279.7
Tennessee,TN,Male,2008,7331,3044296,240.8,277.4
Tennessee,TN,Male,2009,7395,3074250,240.5,273.4
Tennessee,TN,Male,2010,7550,3093504,244.1,273.1
Tennessee,TN,Male,2011,7431,3120931,238.1,257.7
Tennessee,TN,Male,2012,7625,3148763,242.2,256.9
Tennessee,TN,Male,2013,7844,3167094,247.7,256.8
Tennessee,TN,Male,2014,8092,3192180,253.5,255.5
Tennessee,TN,Male,2015,8338,3217461,259.1,256
Tennessee,TN,Male,2016,8413,3242515,259.5,251.9
Tennessee,TN,Male,2017,8763,3275966,267.5,256.9
Texas,TX,Female,1999,22025,10360202,212.6,222
Texas,TX,Female,2000,21775,10498910,207.4,216.9
Texas,TX,Female,2001,21695,10731190,202.2,213.4
Texas,TX,Female,2002,21643,10914653,198.3,210.7
Texas,TX,Female,2003,20774,11095953,187.2,199
Texas,TX,Female,2004,19754,11278402,175.1,186.3
Texas,TX,Female,2005,19695,11470439,171.7,181
Texas,TX,Female,2006,18991,11771243,161.3,169.2
Texas,TX,Female,2007,18800,12010572,156.5,163.6
Texas,TX,Female,2008,18286,12249936,149.3,155.5
Texas,TX,Female,2009,17936,12500150,143.5,148.6
Texas,TX,Female,2010,17967,12673281,141.8,145.8
Texas,TX,Female,2011,17811,12932239,137.7,139.1
Texas,TX,Female,2012,17981,13111469,137.1,136.2
Texas,TX,Female,2013,18393,13301191,138.3,135.3
Texas,TX,Female,2014,18825,13574572,138.7,134.4
Texas,TX,Female,2015,19591,13831324,141.6,135.5
Texas,TX,Female,2016,19540,14031164,139.3,130.9
Texas,TX,Female,2017,20059,14242803,140.8,131.5
Texas,TX,Male,1999,21393,10198018,209.8,333.3
Texas,TX,Male,2000,21245,10352910,205.2,324.8
Texas,TX,Male,2001,21504,10588432,203.1,318.8
Texas,TX,Male,2002,21809,10775672,202.4,316.6
Texas,TX,Male,2003,21005,10934978,192.1,294.9
Texas,TX,Male,2004,20442,11115621,183.9,278.8
Texas,TX,Male,2005,20457,11307684,180.9,271
Texas,TX,Male,2006,19791,11588337,170.8,251.2
Texas,TX,Male,2007,20112,11821411,170.1,246.4
Texas,TX,Male,2008,20098,12059103,166.7,237.2
Texas,TX,Male,2009,20141,12301611,163.7,228.7
Texas,TX,Male,2010,20286,12472280,162.6,225.9
Texas,TX,Male,2011,20283,12742442,159.2,213.5
Texas,TX,Male,2012,21080,12947734,162.8,215.1
Texas,TX,Male,2013,21810,13147002,165.9,214.4
Texas,TX,Male,2014,22654,13382386,169.3,213.9
Texas,TX,Male,2015,23707,13637790,173.8,216.1
Texas,TX,Male,2016,24232,13831432,175.2,213.4
Texas,TX,Male,2017,25287,14061793,179.8,215.3
Utah,UT,Female,1999,1340,1100167,121.8,153.3
Utah,UT,Female,2000,1435,1114138,128.8,160.4
Utah,UT,Female,2001,1443,1139182,126.7,158
Utah,UT,Female,2002,1454,1158853,125.5,156.5
Utah,UT,Female,2003,1507,1175867,128.2,158.8
Utah,UT,Female,2004,1458,1196749,121.8,150.8
Utah,UT,Female,2005,1449,1224741,118.3,144.9
Utah,UT,Female,2006,1387,1257991,110.3,133
Utah,UT,Female,2007,1437,1292672,111.2,135.3
Utah,UT,Female,2008,1325,1325631,100,120.4
Utah,UT,Female,2009,1340,1355509,98.9,118
Utah,UT,Female,2010,1372,1375568,99.7,118.9
Utah,UT,Female,2011,1461,1401715,104.2,121.6
Utah,UT,Female,2012,1443,1419427,101.7,116.4
Utah,UT,Female,2013,1604,1441891,111.2,127.3
Utah,UT,Female,2014,1643,1463152,112.3,128.7
Utah,UT,Female,2015,1762,1488819,118.3,133.9
Utah,UT,Female,2016,1745,1515323,115.2,129.2
Utah,UT,Female,2017,1763,1540145,114.5,127.8
Utah,UT,Male,1999,1446,1103315,131.1,239.1
Utah,UT,Male,2000,1474,1119031,131.7,235.1
Utah,UT,Male,2001,1453,1144533,127,223.3
Utah,UT,Male,2002,1523,1165962,130.6,230.1
Utah,UT,Male,2003,1511,1184270,127.6,224
Utah,UT,Male,2004,1484,1204831,123.2,212.3
Utah,UT,Male,2005,1423,1232978,115.4,195.4
Utah,UT,Male,2006,1545,1267516,121.9,200.8
Utah,UT,Male,2007,1543,1305074,118.2,192.3
Utah,UT,Male,2008,1519,1337398,113.6,182.9
Utah,UT,Male,2009,1473,1367912,107.7,171.6
Utah,UT,Male,2010,1517,1388317,109.3,172.3
Utah,UT,Male,2011,1575,1415507,111.3,170.4
Utah,UT,Male,2012,1648,1435860,114.8,172.3
Utah,UT,Male,2013,1719,1458981,117.8,173.6
Utah,UT,Male,2014,1788,1479750,120.8,176.8
Utah,UT,Male,2015,1836,1507100,121.8,173.7
Utah,UT,Male,2016,1891,1535894,123.1,174
Utah,UT,Male,2017,1986,1561688,127.2,175.3
Vermont,VT,Female,1999,693,308398,224.7,174.3
Vermont,VT,Female,2000,742,310490,239,185.5
Vermont,VT,Female,2001,734,311779,235.4,181
Vermont,VT,Female,2002,721,312959,230.4,176.9
Vermont,VT,Female,2003,732,314206,233,175.5
Vermont,VT,Female,2004,669,315080,212.3,157.8
Vermont,VT,Female,2005,624,315422,197.8,145.5
Vermont,VT,Female,2006,624,316290,197.3,142.6
Vermont,VT,Female,2007,583,316538,184.2,131.5
Vermont,VT,Female,2008,585,316722,184.7,129.6
Vermont,VT,Female,2009,598,317128,188.6,129.7
Vermont,VT,Female,2010,551,317535,173.5,116.3
Vermont,VT,Female,2011,572,317581,180.1,119.3
Vermont,VT,Female,2012,553,317233,174.3,112.4
Vermont,VT,Female,2013,581,317442,183,117.9
Vermont,VT,Female,2014,651,317713,204.9,129.5
Vermont,VT,Female,2015,598,317516,188.3,114.8
Vermont,VT,Female,2016,635,316128,200.9,124.2
Vermont,VT,Female,2017,569,315401,180.4,110
Vermont,VT,Male,1999,649,296285,219,271.1
Vermont,VT,Male,2000,696,298337,233.3,289.9
Vermont,VT,Male,2001,695,300444,231.3,286.8
Vermont,VT,Male,2002,649,302483,214.6,258.7
Vermont,VT,Male,2003,617,303652,203.2,237.3
Vermont,VT,Male,2004,620,304840,203.4,235.9
Vermont,VT,Male,2005,610,305793,199.5,231.4
Vermont,VT,Male,2006,620,306602,202.2,221.9
Vermont,VT,Male,2007,583,306943,189.9,204.2
Vermont,VT,Male,2008,631,307429,205.3,215.7
Vermont,VT,Male,2009,573,307689,186.2,190.9
Vermont,VT,Male,2010,621,308206,201.5,199.5
Vermont,VT,Male,2011,615,308850,199.1,189.9
Vermont,VT,Male,2012,653,308778,211.5,200.6
Vermont,VT,Male,2013,639,309188,206.7,187.8
Vermont,VT,Male,2014,660,308849,213.7,190.1
Vermont,VT,Male,2015,713,308526,231.1,199
Vermont,VT,Male,2016,731,308466,237,201.5
Vermont,VT,Male,2017,763,308256,247.5,206.2
Virginia,VA,Female,1999,7716,3569683,216.2,202.6
Virginia,VA,Female,2000,7833,3606620,217.2,202.1
Virginia,VA,Female,2001,7687,3665386,209.7,194.8
Virginia,VA,Female,2002,7571,3713695,203.9,188.3
Virginia,VA,Female,2003,7400,3757780,196.9,180.9
Virginia,VA,Female,2004,7231,3814310,189.6,173.7
Virginia,VA,Female,2005,7086,3863646,183.4,166.4
Virginia,VA,Female,2006,6868,3908475,175.7,156.8
Virginia,VA,Female,2007,6678,3947966,169.2,149.6
Virginia,VA,Female,2008,6765,3988983,169.6,148.1
Virginia,VA,Female,2009,6496,4037895,160.9,138.8
Virginia,VA,Female,2010,6484,4075041,159.1,135.8
Virginia,VA,Female,2011,6440,4120439,156.3,131.2
Virginia,VA,Female,2012,6382,4164342,153.3,126.4
Virginia,VA,Female,2013,6588,4198203,156.9,127.4
Virginia,VA,Female,2014,6523,4231045,154.2,124.3
Virginia,VA,Female,2015,6601,4258228,155,122.9
Virginia,VA,Female,2016,6586,4274994,154.1,119.7
Virginia,VA,Female,2017,6860,4303293,159.4,122.1
Virginia,VA,Male,1999,7613,3430491,221.9,318.7
Virginia,VA,Male,2000,7431,3471895,214,303.6
Virginia,VA,Male,2001,7226,3532976,204.5,288.1
Virginia,VA,Male,2002,7381,3573178,206.6,286.8
Virginia,VA,Male,2003,7356,3609197,203.8,278.9
Virginia,VA,Male,2004,7053,3661265,192.6,259.9
Virginia,VA,Male,2005,7106,3713459,191.4,251.6
Virginia,VA,Male,2006,7153,3765250,190,245.9
Virginia,VA,Male,2007,7072,3803034,186,236.3
Virginia,VA,Male,2008,6910,3844513,179.7,222.4
Virginia,VA,Male,2009,6901,3888042,177.5,215.1
Virginia,VA,Male,2010,6920,3925983,176.3,211.6
Virginia,VA,Male,2011,6832,3976165,171.8,202.5
Virginia,VA,Male,2012,7004,4021525,174.2,200.4
Virginia,VA,Male,2013,7075,4062202,174.2,195.1
Virginia,VA,Male,2014,7351,4095244,179.5,196.8
Virginia,VA,Male,2015,7476,4124765,181.2,193.2
Virginia,VA,Male,2016,7538,4136814,182.2,189.3
Virginia,VA,Male,2017,8001,4166727,192,195.6
Washington,WA,Female,1999,5658,2934901,192.8,172.7
Washington,WA,Female,2000,5498,2959821,185.8,165.4
Washington,WA,Female,2001,5483,3002080,182.6,162.2
Washington,WA,Female,2002,5329,3036742,175.5,154.1
Washington,WA,Female,2003,5382,3065739,175.6,152.2
Washington,WA,Female,2004,5092,3107815,163.8,142
Washington,WA,Female,2005,5234,3145396,166.4,142.1
Washington,WA,Female,2006,5146,3200695,160.8,135.5
Washington,WA,Female,2007,5366,3247800,165.2,137.6
Washington,WA,Female,2008,5190,3293162,157.6,130.1
Washington,WA,Female,2009,5076,3343920,151.8,123.7
Washington,WA,Female,2010,4912,3374833,145.5,117.3
Washington,WA,Female,2011,4835,3420356,141.4,111.6
Washington,WA,Female,2012,4725,3455462,136.7,107.5
Washington,WA,Female,2013,4756,3488736,136.3,105.9
Washington,WA,Female,2014,4722,3531595,133.7,103.2
Washington,WA,Female,2015,5017,3585353,139.9,107.2
Washington,WA,Female,2016,4916,3646600,134.8,102.8
Washington,WA,Female,2017,5105,3702270,137.9,106.1
Washington,WA,Male,1999,5857,2907663,201.4,272
Washington,WA,Male,2000,5872,2934300,200.1,267.6
Washington,WA,Male,2001,5798,2983642,194.3,256.5
Washington,WA,Male,2002,5812,3015607,192.7,252.3
Washington,WA,Male,2003,5803,3038376,191,243.9
Washington,WA,Male,2004,5552,3070830,180.8,229.1
Washington,WA,Male,2005,5751,3111909,184.8,229.6
Washington,WA,Male,2006,5458,3170058,172.2,210
Washington,WA,Male,2007,5671,3213787,176.5,210.9
Washington,WA,Male,2008,5726,3269069,175.2,206.6
Washington,WA,Male,2009,5485,3323506,165,191.6
Washington,WA,Male,2010,5690,3349707,169.9,194.3
Washington,WA,Male,2011,5604,3409682,164.4,183.7
Washington,WA,Male,2012,5635,3441550,163.7,179.3
Washington,WA,Male,2013,5768,3482670,165.6,178.7
Washington,WA,Male,2014,5988,3529935,169.6,179.4
Washington,WA,Male,2015,6008,3584998,167.6,175.1
Washington,WA,Male,2016,6245,3641400,171.5,176.7
Washington,WA,Male,2017,6477,3703473,174.9,178.4
West Virginia,WV,Female,1999,3599,931809,386.2,271
West Virginia,WV,Female,2000,3345,929174,360,250.3
West Virginia,WV,Female,2001,3307,923643,358,248
West Virginia,WV,Female,2002,3235,923841,350.2,242.4
West Virginia,WV,Female,2003,3229,925835,348.8,241.8
West Virginia,WV,Female,2004,2933,927027,316.4,218.9
West Virginia,WV,Female,2005,2797,927690,301.5,207.7
West Virginia,WV,Female,2006,2687,930605,288.7,198.4
West Virginia,WV,Female,2007,2626,932683,281.6,190.8
West Virginia,WV,Female,2008,2722,934911,291.2,197.2
West Virginia,WV,Female,2009,2508,937434,267.5,180.4
West Virginia,WV,Female,2010,2378,939408,253.1,170.8
West Virginia,WV,Female,2011,2404,940283,255.7,171.7
West Virginia,WV,Female,2012,2413,940008,256.7,170.5
West Virginia,WV,Female,2013,2263,938728,241.1,159.2
West Virginia,WV,Female,2014,2172,936411,231.9,152.3
West Virginia,WV,Female,2015,2289,933068,245.3,158.4
West Virginia,WV,Female,2016,2271,925159,245.5,156.4
West Virginia,WV,Female,2017,2281,917237,248.7,155.8
West Virginia,WV,Male,1999,3223,879990,366.3,398.2
West Virginia,WV,Male,2000,3090,879170,351.5,378.3
West Virginia,WV,Male,2001,3018,877838,343.8,366.1
West Virginia,WV,Male,2002,2954,881573,335.1,356.7
West Virginia,WV,Male,2003,2957,886460,333.6,345.7
West Virginia,WV,Male,2004,2741,889411,308.2,323
West Virginia,WV,Male,2005,2741,892802,307,314.4
West Virginia,WV,Male,2006,2624,897307,292.4,293.8
West Virginia,WV,Male,2007,2582,901369,286.5,281.7
West Virginia,WV,Male,2008,2542,905399,280.8,277.2
West Virginia,WV,Male,2009,2530,910341,277.9,268.8
West Virginia,WV,Male,2010,2519,913586,275.7,262.5
West Virginia,WV,Male,2011,2510,915081,274.3,256.4
West Virginia,WV,Male,2012,2529,915405,276.3,253
West Virginia,WV,Male,2013,2403,915576,262.5,234.6
West Virginia,WV,Male,2014,2520,913915,275.7,243.6
West Virginia,WV,Male,2015,2438,911060,267.6,232.2
West Virginia,WV,Male,2016,2496,905943,275.5,231.3
West Virginia,WV,Male,2017,2568,898620,285.8,235.5
Wisconsin,WI,Female,1999,6961,2701525,257.7,190.1
Wisconsin,WI,Female,2000,6996,2714634,257.7,189.8
Wisconsin,WI,Female,2001,6568,2733647,240.3,176.2
Wisconsin,WI,Female,2002,6406,2751697,232.8,169.1
Wisconsin,WI,Female,2003,6214,2766901,224.6,161.9
Wisconsin,WI,Female,2004,5927,2782678,213,152.2
Wisconsin,WI,Female,2005,5931,2797061,212,149.9
Wisconsin,WI,Female,2006,5712,2812276,203.1,143
Wisconsin,WI,Female,2007,5488,2827782,194.1,134.7
Wisconsin,WI,Female,2008,5536,2842268,194.8,135
Wisconsin,WI,Female,2009,5266,2856103,184.4,127.6
Wisconsin,WI,Female,2010,5432,2864586,189.6,129.5
Wisconsin,WI,Female,2011,5461,2875675,189.9,127.7
Wisconsin,WI,Female,2012,5417,2883326,187.9,125.9
Wisconsin,WI,Female,2013,5289,2890553,183,121.5
Wisconsin,WI,Female,2014,5326,2898057,183.8,121.5
Wisconsin,WI,Female,2015,5407,2903737,186.2,121.6
Wisconsin,WI,Female,2016,5352,2905282,184.2,120.2
Wisconsin,WI,Female,2017,5396,2912745,185.3,119.8
Wisconsin,WI,Male,1999,6866,2631141,261,315.7
Wisconsin,WI,Male,2000,6605,2649041,249.3,300.8
Wisconsin,WI,Male,2001,6455,2673188,241.5,288
Wisconsin,WI,Male,2002,6517,2693465,242,286.3
Wisconsin,WI,Male,2003,6265,2712302,231,269.8
Wisconsin,WI,Male,2004,5982,2731348,219,252.9
Wisconsin,WI,Male,2005,5911,2749105,215,245
Wisconsin,WI,Male,2006,5739,2765379,207.5,232.7
Wisconsin,WI,Male,2007,5622,2782993,202,221.2
Wisconsin,WI,Male,2008,5739,2798728,205.1,220.7
Wisconsin,WI,Male,2009,5568,2813161,197.9,209.8
Wisconsin,WI,Male,2010,5683,2822400,201.4,210.5
Wisconsin,WI,Male,2011,5805,2836092,204.7,209.3
Wisconsin,WI,Male,2012,5865,2843072,206.3,205.7
Wisconsin,WI,Male,2013,6073,2852160,212.9,207.9
Wisconsin,WI,Male,2014,5903,2859507,206.4,196.6
Wisconsin,WI,Male,2015,6066,2867600,211.5,199
Wisconsin,WI,Male,2016,6174,2873426,214.9,198.6
Wisconsin,WI,Male,2017,6464,2882738,224.2,204.6
Wyoming,WY,Female,1999,479,244518,195.9,178.4
Wyoming,WY,Female,2000,456,245408,185.8,166.8
Wyoming,WY,Female,2001,486,245327,198.1,174.4
Wyoming,WY,Female,2002,460,247785,185.6,164.7
Wyoming,WY,Female,2003,468,249128,187.9,166.1
Wyoming,WY,Female,2004,475,251506,188.9,166.2
Wyoming,WY,Female,2005,451,253726,177.8,155.6
Wyoming,WY,Female,2006,474,257361,184.2,157.9
Wyoming,WY,Female,2007,441,262776,167.8,146.5
Wyoming,WY,Female,2008,436,267982,162.7,142.5
Wyoming,WY,Female,2009,415,274046,151.4,132.9
Wyoming,WY,Female,2010,454,276189,164.4,143.2
Wyoming,WY,Female,2011,376,278401,135.1,115.5
Wyoming,WY,Female,2012,410,282131,145.3,122.3
Wyoming,WY,Female,2013,378,285380,132.5,110.4
Wyoming,WY,Female,2014,450,286111,157.3,126.9
Wyoming,WY,Female,2015,452,287206,157.4,126.5
Wyoming,WY,Female,2016,445,286559,155.3,120.9
Wyoming,WY,Female,2017,423,283877,149,114.4
Wyoming,WY,Male,1999,530,247262,214.3,293.2
Wyoming,WY,Male,2000,536,248374,215.8,282.1
Wyoming,WY,Male,2001,499,249330,200.1,258.2
Wyoming,WY,Male,2002,545,252232,216.1,278.3
Wyoming,WY,Male,2003,507,254325,199.4,240.9
Wyoming,WY,Male,2004,475,257600,184.4,220.5
Wyoming,WY,Male,2005,501,260431,192.4,228.1
Wyoming,WY,Male,2006,520,265306,196,233.8
Wyoming,WY,Male,2007,516,272100,189.6,218.6
Wyoming,WY,Male,2008,501,278061,180.2,205.3
Wyoming,WY,Male,2009,549,285805,192.1,220.1
Wyoming,WY,Male,2010,508,287437,176.7,199.9
Wyoming,WY,Male,2011,550,289757,189.8,209.2
Wyoming,WY,Male,2012,595,294281,202.2,220.2
Wyoming,WY,Male,2013,561,297278,188.7,201.4
Wyoming,WY,Male,2014,585,298042,196.3,199.9
Wyoming,WY,Male,2015,578,298901,193.4,195.6
Wyoming,WY,Male,2016,606,298942,202.7,200.5
Wyoming,WY,Male,2017,578,295438,195.6,190.3